id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26846766,Bohemian Hideaway in Historic Rogers Park,153163990,Amy,,Rogers Park,42.015895223277745,-87.66864227719445,Entire home/apt,95,2,7,2018-09-23,2.56,1,5
26846992,ROOM ROSE 17 MINS To DOWNTOWN NEAR LAKE&RED LINE,35653853,Aliye,,Edgewater,41.99221632177093,-87.65870769389663,Private room,30,1,6,2018-08-08,2.54,3,135
26847037,"Safe Location, Free Parking, With Private Entrance",201879794,Dave,,Austin,41.90966842069196,-87.79769433222306,Private room,75,1,22,2018-10-06,9.57,1,9
26847861,The Safe and Trendy Chicago Getaway! 6 Beds!,9928881,Kelsey And Jean,,West Town,41.899652767263426,-87.67200568523825,Entire home/apt,299,1,1,2018-08-28,0.67,5,261
26847931,Garden Apartment in Norridge Near O'Hare,201916787,George & Maria,,Ohare,41.965473481871925,-87.83267833541079,Entire home/apt,60,2,7,2018-10-08,3.56,1,78
26849392,"Saloon 73: Shared Room I, Bottom Bunk (Queen)",64582798,Mike,,West Englewood,41.76203116511991,-87.6553823446408,Shared room,25,1,7,2018-09-17,2.44,144,355
26849475,"Saloon 73: Shared Room II, Top Bunk (Queen)",64582798,Mike,,West Englewood,41.76193991610422,-87.65434119768867,Shared room,25,1,6,2018-09-15,2.00,144,338
26849530,"Saloon 73: Shared Room II, Bottom Bunk (Queen)",64582798,Mike,,West Englewood,41.761327676965806,-87.65421263978492,Shared room,25,1,7,2018-09-23,2.44,144,345
26849533,"Saloon 73: Shared Room III, Top Bunk (Queen)",64582798,Mike,,West Englewood,41.76214384042076,-87.65466364600579,Shared room,25,1,3,2018-09-20,3,144,362
26849539,"Saloon 73: Shared Room III, Bottom Bunk (Queen)",64582798,Mike,,West Englewood,41.76206409573389,-87.6561042495583,Shared room,25,1,8,2018-09-20,2.67,144,362
26849650,"Saloon 73: Shared Room IV, Bottom Bunk (Queen)",64582798,Mike,,West Englewood,41.760528081908866,-87.65529482213778,Shared room,25,1,11,2018-10-06,4.65,144,358
26849652,"Saloon 73: Shared Room IV, Top Bunk (Queen)",64582798,Mike,,West Englewood,41.761013727311784,-87.65478395406186,Shared room,25,1,8,2018-10-06,3.69,144,358
26849659,"Saloon 73: Shared Room V, Bottom Bunk (Queen)",64582798,Mike,,West Englewood,41.76187824228604,-87.65439021686427,Shared room,25,1,8,2018-09-22,2.67,144,362
26849666,"Saloon 73: Shared Room V, Top Bunk (Queen)",64582798,Mike,,West Englewood,41.76096171976092,-87.6547637949379,Shared room,25,1,4,2018-09-22,1.33,144,357
26849673,"Saloon 73: Shared Room VI, Bottom Bunk (Queen)",64582798,Mike,,West Englewood,41.76137108680743,-87.65539981075052,Shared room,25,1,9,2018-09-20,3.03,144,360
26849677,"Saloon 73: Shared Room VI, Top Bunk (Queen)",64582798,Mike,,West Englewood,41.762576020270096,-87.65612459218677,Shared room,25,1,8,2018-09-30,2.70,144,361
26849859,"Saloon 73: Room III (2 Queens, 4 Guests)",64582798,Mike,,West Englewood,41.76077535868964,-87.65590556213797,Private room,49,1,13,2018-10-01,4.33,144,362
26849862,"Saloon 73: Room IV (2 Queens, 4 Guests)",64582798,Mike,,West Englewood,41.7619471653082,-87.65603868787208,Private room,49,1,11,2018-10-03,3.67,144,358
26849887,"Saloon 73: Room VI (2 Queens, 4 Guests)",64582798,Mike,,West Englewood,41.76090082802692,-87.65445165205341,Private room,49,1,13,2018-09-22,4.38,144,360
26850565,Chicago's very own Carrie Bradshaw'esque  studio,48157846,Katie,,Lincoln Park,41.92066032085425,-87.63593170972467,Entire home/apt,125,2,1,2018-10-08,1,1,142
26860512,BuckTown\Wickerpark w/parking,191156752,John,,West Town,41.90940404841661,-87.6750747317219,Entire home/apt,525,2,1,2018-08-06,0.45,4,107
26860884,Hidden Gem,126591041,Goriana,,Near North Side,41.90262933368658,-87.62478694774296,Entire home/apt,217,2,5,2018-08-19,1.65,10,297
26866986,MODERN STUDIO IN BEST LOCATION ON MICHIGAN AVE,3965428,Rob,,Near North Side,41.8996359456674,-87.62043614865433,Entire home/apt,96,30,0,,,41,346
26868346,"Bright, Spacious and Welcoming Home",202071922,Claribel,,Greater Grand Crossing,41.75533211962982,-87.62217791759214,Entire home/apt,110,3,3,2018-10-08,2.37,1,84
26872398,Modern 1BR in South Loop by Sonder,12243051,Sonder,,Near South Side,41.85982763203984,-87.62736796505112,Entire home/apt,195,2,1,2018-09-03,0.77,129,189
26872984,Sleek 2BR in South Loop by Sonder,12243051,Sonder,,Near South Side,41.85992180524433,-87.62577790215755,Entire home/apt,248,2,2,2018-09-25,1.76,129,202
26873428,Lively 1BR in South Loop by Sonder,12243051,Sonder,,Near South Side,41.859820416315344,-87.62758107628241,Entire home/apt,195,2,3,2018-09-09,2.09,129,194
26875610,Cozy 2 bed room full living room and dinning room area with full  kitchen . Sleeps 5,31757175,Janet,,Mount Greenwood,41.70925223366992,-87.71986465379732,Entire home/apt,80,30,0,,,1,306
26876285,Chicago South Loop Bed & Bath Near Soldier Field,6433274,Amy,,Near South Side,41.85502860859867,-87.6249763646131,Private room,100,2,1,2018-08-12,0.49,1,0
26877934,"2B Chicago Room with two beds, Roku TV, Wifi 2B",127235673,Alex,,Edgewater,41.98430027816869,-87.67182246917551,Private room,55,1,1,2018-08-11,0.48,10,297
26878472,"Saloon 73: Room VII (2 Queens, 4 Guests)",64582798,Mike,,West Englewood,41.76104140582383,-87.65436776653686,Private room,25,1,10,2018-09-08,3.41,144,355
26883006,Big 4 bedroom single home by McCormick & Downtown,23955355,Long,,Bridgeport,41.84467614097417,-87.655382706306,Entire home/apt,143,1,7,2018-09-03,2.69,2,64
26886100,Modern meets Vintage close walk to California Stop,42700211,Trevor,,Logan Square,41.92223001853437,-87.69515234934211,Entire home/apt,300,2,12,2018-09-16,4.44,2,11
26887413,Rocco's Place in Logan Square/Avondale,118222110,Shanta,,Avondale,41.93353833480269,-87.72465503187485,Entire home/apt,183,3,2,2018-10-03,2,1,44
26888076,West Town Greystone Three Flat,201890385,Gina,,West Town,41.89446824167147,-87.66837549308337,Entire home/apt,86,1,12,2018-10-07,6.21,1,98
26890063,"Saloon 73: Basement Room III (2 Queens, 4 Guests)",64582798,Mike,,West Englewood,41.761300542724726,-87.6554311662368,Private room,49,1,4,2018-09-17,1.36,144,344
26890072,"Saloon 73: Basement Room II (Queen/Twin, 3 Guests)",64582798,Mike,,West Englewood,41.760934404918224,-87.65537533052407,Private room,49,1,16,2018-10-03,5.45,144,357
26890077,"Saloon 73: Basement Room I (3 Queens, 6 Guests)",64582798,Mike,,West Englewood,41.762388500666134,-87.65457275505057,Private room,49,1,6,2018-09-13,2.02,144,352
26890083,"Saloon 73: Suite I (7 Queens, 14 Guests)",64582798,Mike,,West Englewood,41.76071435213987,-87.65547203341505,Private room,49,1,5,2018-07-28,1.70,144,347
26890095,"Saloon 73: Suite II (4 Queens, 8 Guests)",64582798,Mike,,West Englewood,41.762072285559235,-87.65485542696652,Private room,49,1,12,2018-09-21,4.09,144,352
26891831,Quaint 2-room studio in Uptown!,3091285,Bridget,,Uptown,41.963061029264686,-87.66257424472687,Entire home/apt,60,1,16,2018-10-10,6.40,1,33
26892226,Frugal Spacious Loyola Studio,71816766,Josh,,Edgewater,41.99308719062575,-87.65899399521575,Entire home/apt,95,1,6,2018-09-17,2.20,4,102
26893899,Monthly Family/up to 4 Students by Downtown 60%OFF,41939676,Delores,,Oakland,41.825072346831476,-87.6054827622621,Entire home/apt,199,28,0,,,9,173
26895269,Close to Riverwalk and Millennium Park Studio,117470729,Ana Luisa,,Loop,41.88278866686937,-87.62693959696043,Entire home/apt,150,2,3,2018-09-17,1.01,12,78
26896517,Perfect Location in Chicago/ Queen Bed Livingroom,202332378,Jane,,Near West Side,41.88132449081215,-87.64324623263927,Shared room,65,2,5,2018-09-15,1.97,1,0
26897256,Sunnyside Getaway,202341360,Meghan,,Uptown,41.96303253871254,-87.65190260532587,Entire home/apt,194,30,0,,,1,102
26897622,Spacious Bedroom in Modern Condo w/private bath,5725469,Hector,,Uptown,41.97225761968387,-87.6563052775829,Private room,120,1,11,2018-09-30,4.40,1,241
26897871,Lofted Space near O'hare Airport.,196919760,Agnes,,Dunning,41.94092528370601,-87.82489697857757,Entire home/apt,61,2,12,2018-09-03,5.45,1,69
26898273,Little Village,79010967,A,,South Lawndale,41.848882276276385,-87.70101677070252,Entire home/apt,55,1,16,2018-10-01,7.27,3,342
26899051,"Saloon 73: Shared Basement Room I, Bed 1 (Queen)",64582798,Mike,,West Englewood,41.76070054934745,-87.65441410547272,Shared room,25,1,4,2018-09-22,2.73,144,352
26899066,"Saloon 73: Shared Basement Room I, Bed 2 (Queen)",64582798,Mike,,West Englewood,41.76271141894957,-87.65487615927108,Shared room,25,1,6,2018-09-22,2.95,144,352
26899071,"Saloon 73: Shared Basement Room I, Bed 3 (Queen)",64582798,Mike,,West Englewood,41.762091469976795,-87.65434128908635,Shared room,25,1,5,2018-09-22,2.14,144,352
26899092,"Saloon 73: Shared Basement Room II, Bed 1 (Queen)",64582798,Mike,,West Englewood,41.76128848236048,-87.65450635056119,Shared room,25,1,8,2018-09-24,3.33,144,357
26899106,"Saloon 73: Shared Basement Room II, Bed 2 (Twin)",64582798,Mike,,West Englewood,41.76076635895499,-87.6562016676808,Shared room,25,1,7,2018-09-24,2.92,144,358
26899382,"Saloon 73: Shared Basement Room III, Bed 1 (Queen)",64582798,Mike,,West Englewood,41.76117182254127,-87.65437624067589,Shared room,25,1,1,2018-08-06,0.45,144,344
26899622,"Saloon 73: Shared Basement Room III, Bed 2 (Queen)",64582798,Mike,,West Englewood,41.76070169147116,-87.65592682405075,Shared room,25,1,0,,,144,344
26900732,"Saloon 73: Shared Suite Room I, Bed 1 (Queen)",64582798,Mike,,West Englewood,41.760537561384545,-87.65429660477122,Shared room,25,1,9,2018-08-24,3.10,144,347
26900736,"Saloon 73: Shared Suite Room I, Bed 2 (Queen)",64582798,Mike,,West Englewood,41.76211440825951,-87.65555530220792,Shared room,25,1,13,2018-10-03,4.48,144,350
26900738,"Saloon 73: Shared Suite Room I, Bed 3 (Queen)",64582798,Mike,,West Englewood,41.76077076513336,-87.65404827126855,Shared room,25,1,29,2018-10-03,10.00,144,351
26900739,"Saloon 73: Shared Suite Room I, Bed 4 (Queen)",64582798,Mike,,West Englewood,41.762063257870466,-87.65470443464467,Shared room,25,1,16,2018-09-14,5.52,144,350
26900743,"Saloon 73: Shared Suite Room I, Bed 5 (Queen)",64582798,Mike,,West Englewood,41.76201835021394,-87.65444760794391,Shared room,25,1,12,2018-09-25,4.50,144,350
26900749,"Saloon 73: Shared Suite Room I, Bed 6 (Queen)",64582798,Mike,,West Englewood,41.760520141527564,-87.65543947975108,Shared room,25,1,12,2018-09-25,4.50,144,351
26900751,"Saloon 73: Shared Suite Room I, Bed 7 (Queen)",64582798,Mike,,West Englewood,41.76061448560757,-87.65427751553948,Shared room,25,1,15,2018-10-01,5.17,144,350
26900754,"Saloon 73: Shared Suite Room II, Bed 1 (Queen)",64582798,Mike,,West Englewood,41.76100302111896,-87.65608107914484,Shared room,25,1,6,2018-09-24,2.07,144,357
26900771,"Saloon 73: Shared Suite Room II, Bed 2 (Queen)",64582798,Mike,,Englewood,41.76234841034455,-87.65391812104859,Shared room,25,1,7,2018-10-05,5.12,144,354
26900780,"Saloon 73: Shared Suite Room II, Bed 3 (Queen)",64582798,Mike,,West Englewood,41.76228603285581,-87.65550216401795,Shared room,25,1,9,2018-09-12,3.10,144,354
26900783,"Saloon 73: Shared Suite Room II, Bed 4 (Queen)",64582798,Mike,,West Englewood,41.761794919979366,-87.65540741041632,Shared room,25,1,7,2018-09-25,3.75,144,352
26901459,Conveniently located 2-bedroom + 2-car parking,64248846,Tal,,Avondale,41.942271341532226,-87.7151256415996,Entire home/apt,62,1,4,2018-10-07,3.64,1,67
26903277,3 BR APT in Bridgeport along Archer Ave. 聚华坊,150847041,Henry,,Bridgeport,41.84129212411559,-87.6583381568395,Entire home/apt,180,1,6,2018-10-08,2.22,1,357
26914772,Logan Square Retreat,115378385,Nichole,,Avondale,41.935685252376636,-87.71895575004713,Entire home/apt,100,2,16,2018-10-08,5.85,2,252
26917536,Warm and Spacious Albany Park apartment,13619239,Daniel,,Albany Park,41.96632271387318,-87.70967381279382,Entire home/apt,150,2,2,2018-09-30,1.28,1,10
26923044,HIP Logan Square SPACIOUS & CLEAN 2 bed apt!,195467041,Melanie,,Logan Square,41.926243945479136,-87.71550754186958,Entire home/apt,149,1,20,2018-10-03,7.79,2,307
26923220,Spacious Condo in Chicago's Hottest Neighborhood!,11112406,Brianne,,Logan Square,41.91607071627331,-87.68327602112278,Entire home/apt,230,2,1,2018-07-22,0.37,1,0
26924461,Stackd diva,202592336,Black,,Greater Grand Crossing,41.76202646883802,-87.5964944321321,Shared room,40,1,1,2018-08-05,0.44,2,365
26925109,"Clean, Garden Floor on Little Village Boulevard",202600681,Rosa,,South Lawndale,41.849874044082355,-87.70085356512705,Entire home/apt,65,2,8,2018-10-01,2.93,1,155
26926629,Private Bedroom in the Heart of Chicago for 2,150199112,Alondra,,Lower West Side,41.85281535711672,-87.67942118428955,Private room,75,1,12,2018-10-07,4.74,2,173
26927140,Cute home in Chicago's famous Pilsen neighborhood,202616870,Johanna,,Lower West Side,41.85474257253773,-87.67746599431078,Entire home/apt,150,1,9,2018-10-07,3.97,2,167
26928011,Private Room in Pilsen for 2,150199112,Alondra,,Lower West Side,41.85164781866059,-87.68054884013047,Private room,75,1,9,2018-10-09,3.25,2,362
26940306,Cozy Hideout in Chicago’s coolest neighborhood,202704228,Joe & Amy,,Lower West Side,41.85545833998556,-87.65880566266625,Private room,95,2,16,2018-10-08,6.23,1,144
26941851,Chicago Kitty Living,87272837,Tess,,Lake View,41.95900197467417,-87.67304957489769,Entire home/apt,75,2,7,2018-09-30,3.82,1,3
26948059,Cozy bedroom in Chicago's Pilsen neighborhood,202616870,Johanna,,Lower West Side,41.85599799384748,-87.67594461916252,Private room,90,1,2,2018-08-14,0.86,2,169
26949169,One bedroom apt. right on Grant Park! 29th floor,175462188,Sarah,,Near South Side,41.866454874561136,-87.62533959552296,Entire home/apt,325,1,2,2018-08-06,0.80,1,86
26957876,Gold Coast Studio Walking Distance to Everywhere,202846285,Miss,,Near North Side,41.90748711011167,-87.63058567249102,Entire home/apt,111,1,1,2018-08-02,0.42,1,92
26958090,East Lakeview home near Wrigley,202845803,Gary,,Lake View,41.93597953768275,-87.64361398623436,Entire home/apt,190,3,2,2018-09-30,2,1,188
26959321,Exquisite Condo Steps from Lincoln Park,78910173,Jack,,Lincoln Park,41.930015222415214,-87.64115461039084,Entire home/apt,249,21,1,2018-09-23,1,1,214
26961124,Spacious Antique MANSION Sleep16! Downtown Heart,164710043,Noah+Team,,Near North Side,41.90182991506615,-87.63150045678888,Entire home/apt,499,1,7,2018-09-24,2.73,23,185
26961273,(Entire house)  Chicago Lakeshore Condominium,202878032,Ade And J Shuntay,,South Shore,41.766303935027345,-87.56847437199129,Entire home/apt,70,3,9,2018-10-08,3.29,1,85
26973688,BEAUTIFUL ROOM WITH FREE PARKING 5 MIN TO DOWNTOWN,99375151,Marina,,Near West Side,41.87595787157988,-87.64077434761059,Private room,19,1,10,2018-09-21,3.66,36,93
26973922,Buona Sera! Chicagos’s Little Italy/UIC!,171568720,Keval,,Near West Side,41.87293967755589,-87.65315293785574,Private room,150,1,13,2018-10-09,4.87,1,30
26975495,PRIVATE ROOM IN FANTASTIC DOWNTOWN LOCATION,99375151,Marina,,Near West Side,41.877079261226676,-87.64078229998998,Private room,19,1,18,2018-09-18,6.51,36,88
26976016,PROFESSIONALLY DESIGNED ROOM WITH FREE PARKING,99375151,Marina,,Near West Side,41.87976910494153,-87.64188412579766,Private room,19,1,20,2018-09-25,7.06,36,40
26977174,Lincoln Park Gem w/parking and free breakfast,189853084,Diana,,Lake View,41.93834897860511,-87.64533736877591,Entire home/apt,114,1,20,2018-09-25,7.23,2,341
26978242,Quiet and Spacious Yoga Studio Loft,8244522,GuruNischan,,Bridgeport,41.825044710662034,-87.64106107540606,Private room,50,5,2,2018-10-08,0.81,2,364
26979207,Great G apartment,111840484,Angel,,Near North Side,41.90659488136761,-87.62824977917003,Entire home/apt,200,1,0,,,21,0
26981443,Sweet Home Southloop,14889429,Dominique,,Near South Side,41.85638421082513,-87.62392631908232,Entire home/apt,120,1,8,2018-09-16,3.16,1,0
26987096,Modern 3BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.94143162449772,-87.65242780840622,Entire home/apt,234,2,0,,,129,194
26987692,Airy 2BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.93959458596088,-87.65209013240613,Entire home/apt,1599,1,0,,,129,20
26987696,Airy 2BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.94070774887278,-87.65097941032543,Entire home/apt,175,2,2,2018-09-25,2,129,117
26988280,Chic 3BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.94066976321123,-87.65198922368344,Entire home/apt,234,2,1,2018-09-16,1,129,195
26988956,Posh 3BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.9414021593006,-87.6513232404239,Entire home/apt,1599,1,0,,,129,20
26988959,Posh 3BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.9410390692989,-87.6515783353811,Entire home/apt,234,2,0,,,129,194
26991799,Jefferson Park! Free Parking 15 min ORD/Downtown2,198731500,J.R.,,Jefferson Park,41.972410871499875,-87.77218719363928,Entire home/apt,72,1,16,2018-09-25,5.71,3,344
26993013,Logan Square Urban Oasis,160329248,Sarah,,Logan Square,41.92958861747229,-87.7043442590526,Private room,45,1,0,,,1,8
26993750,Stylish Chicago West Loop event space,203096407,Chelsey,,Near West Side,41.88533270810703,-87.64415409770237,Entire home/apt,125,2,0,,,1,90
26997140,Pilsen Bungalow,13646047,Emily,,Lower West Side,41.859220834323054,-87.65425060048014,Entire home/apt,120,1,8,2018-09-02,3.20,1,61
26998179,The Peony Home,203137759,Rebecca,,Avondale,41.94511272549788,-87.7222666255041,Entire home/apt,250,2,0,,,1,262
27013565,Be Our Guest,132133641,Jonathan,,East Garfield Park,41.8805935476459,-87.69482579416945,Private room,80,3,2,2018-08-18,0.98,1,83
27014287,Home Away Private Room,122433423,Fal,,Auburn Gresham,41.75529464432267,-87.6470345954944,Private room,60,1,5,2018-09-16,2.05,6,363
27016482,Rooftop views next to everything,52012721,Justin,,West Town,41.89211427566785,-87.66566899173516,Private room,85,2,11,2018-10-08,4.71,1,1
27017323,Modern Luxury in the Heart Logan Square,203267426,Zenoviy,,Logan Square,41.92320721944536,-87.70025231231455,Entire home/apt,126,1,2,2018-09-30,2,1,144
27018365,Urban Oasis on Michigan Ave!,73261850,Nika,,Near South Side,41.86599960587722,-87.62266662625872,Entire home/apt,175,2,4,2018-10-02,1.79,6,64
27019830,Desirable 2BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.941496606598136,-87.65166340762333,Entire home/apt,190,2,1,2018-09-05,0.81,129,122
27021315,Sunny 2BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.94103481167532,-87.65182445095304,Entire home/apt,108,30,0,,,129,308
27021642,Classic 3BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.94097965784905,-87.65233087541198,Entire home/apt,234,2,2,2018-09-24,1.82,129,189
27022184,Do not use - broken list Lush Ukrainian Village.,174986709,Chad,,West Town,41.89811385176879,-87.67874049343628,Private room,38,1,0,,,3,0
27022386,Lovely 2BR in Lakeview by Sonder,12243051,Sonder,,Lake View,41.94077979267075,-87.65054417164397,Entire home/apt,126,30,0,,,129,361
27024216,"Spacious O'Hare, 90/94, CTA, Chicago River/Parks",203324904,Mike,,Logan Square,41.92937277674549,-87.72308422782211,Entire home/apt,104,2,8,2018-09-23,3.58,1,5
27026071,Rogers Park Vintage-Inspired Studio,33356998,Audra,,Rogers Park,42.008945937341764,-87.67014303080904,Entire home/apt,100,1,3,2018-08-06,1.10,1,39
27027220,Downtown Apartment,45490154,Luna,,Loop,41.88259868528111,-87.62520374195567,Entire home/apt,128,1,3,2018-09-09,1.73,1,69
27027377,"Chic Wicker Park  loft 3500 sq ft
Private room",12783538,Scott,,West Town,41.90942695202008,-87.69230637329724,Private room,90,1,13,2018-09-30,5.20,1,74
27027736,Queen temperpedic in lush Ukrainian village,174986709,Chad,,West Town,41.89930377214018,-87.67900047111378,Private room,39,1,8,2018-10-05,3.58,3,193
27027941,Private room in easy going Chicago apartment.,19228318,Craig,,Rogers Park,42.02152142166247,-87.6721461266483,Private room,38,1,0,,,1,85
27028903,Luxury*Chic*Breathtaking Views!!Millenium Park!!,18116827,Angel,,Loop,41.87269125849703,-87.62797286702364,Entire home/apt,199,2,7,2018-10-03,2.69,3,73
27030153,Comfy Chinatown Chicago Chill-spot!,203381383,Marika,,Bridgeport,41.84349671021781,-87.6396277698089,Private room,41,3,11,2018-09-30,4.71,1,66
27031481,Ocean grey room,198464009,Edward,,East Garfield Park,41.88458576752506,-87.7092045374018,Private room,50,2,12,2018-10-08,4.62,6,171
27033524,Cozy Apartment in Prime Location!!!,66223998,Rafael,,Avondale,41.934020106055755,-87.6903506979113,Entire home/apt,113,1,8,2018-10-01,4.44,1,350
27033790,DOWNTOWN CHICAGO LUXURY LOOP APARTMENT,1291732,Jenn & Kris,,Loop,41.881539262358864,-87.62379611105658,Private room,89,3,5,2018-09-17,2.11,10,69
27034156,"Bright, Sunny and Stylish Modern Apartment",92534777,Ria,,Avondale,41.93632038067782,-87.69139102182429,Entire home/apt,68,1,18,2018-10-06,7.20,3,94
27034898,Bronzeville Oasis - Entire Basement,200403296,Monica,,Grand Boulevard,41.81533465685236,-87.61082388827695,Entire home/apt,39,2,5,2018-10-07,2.03,1,58
27047842,Gorgeous Spacious Private Hideout,27543772,Caelan,,West Town,41.91140715915268,-87.69126964256255,Entire home/apt,220,1,5,2018-10-07,2.21,1,77
27052048,"Beautiful, Comfy Room - Free Parking, Near Loop",50937596,Angela,,North Center,41.95306995072351,-87.67761907827455,Private room,55,1,12,2018-10-01,5.54,2,14
27054303,Hidden gem in a popular neighborhood!,32995960,Cecilia,,Avondale,41.932874380374166,-87.6932809314864,Private room,50,1,20,2018-10-09,9.68,1,355
27057811,Purple Room,198464009,Edward,,East Garfield Park,41.88596235176118,-87.70940340313314,Private room,40,2,7,2018-10-08,2.84,6,177
27058146,"Bright, Airy Northside 2 Bedroom",23940008,Katie,,North Park,41.98468568781863,-87.73023802372788,Entire home/apt,98,2,0,,,2,151
27062229,Amazing 3 BR Apt near Wrigley/Boystown,203376999,Paul,,Lake View,41.93993514443775,-87.65777746969715,Entire home/apt,200,2,11,2018-09-30,4.46,4,65
27076910,Chicago Art Atelier,24618273,Jose,,West Town,41.904947952856304,-87.6890863385026,Private room,40,2,1,2018-09-17,1,1,41
27084251,UNIT WITH A BIG BANG FOR THE AIRBNB TRAVELER BUCK!,22055367,Maria,,Woodlawn,41.77672842943765,-87.604827364725,Entire home/apt,50,2,0,,,1,329
27084450,City Spacious Private Room,203702782,Eva,,East Garfield Park,41.88281891077474,-87.69736023483806,Private room,233,1,0,,,1,364
27084619,Near united center 4 bed 2 bath,92129084,Russell,,Near West Side,41.8703154770394,-87.66484495509042,Entire home/apt,299,1,8,2018-09-25,2.93,11,83
27086867,Cozy and affordable private room in Humboldt Park,84002216,Flavia,,Humboldt Park,41.90910970584368,-87.72098785371728,Private room,50,1,3,2018-10-06,3,1,177
27089397,Cozy second floor apartment in logan square area,173706590,Luis,,Logan Square,41.91763866666518,-87.69870932644524,Entire home/apt,100,2,11,2018-09-30,4.07,1,335
27089756,"DOWNTOWN LOCATION, FREE PARKING INCLUDED WITH ROOM",99375151,Marina,,Near West Side,41.87977291001002,-87.64190101241131,Private room,19,1,18,2018-09-21,6.75,36,89
27089827,COLORFUL ROOM DOWNTOWN WITH 2 BEDS & FREE PARKING,99375151,Marina,,Near West Side,41.879530796531164,-87.64422649694193,Private room,19,1,20,2018-09-24,7.32,36,99
27090256,Albany park 2 bed 1 bath,92129084,Russell,,Albany Park,41.96176807784731,-87.73057456042025,Entire home/apt,162,1,5,2018-09-23,2.24,11,87
27091022,Chicago Single family home2b,203876545,Hui,,Mckinley Park,41.832792219979,-87.6684981539807,Private room,49,1,3,2018-09-23,2.31,3,79
27094740,Amazing city loop condo!,50251726,Lambo,,Loop,41.8848488871439,-87.6299121395822,Private room,144,1,1,2018-08-08,0.46,3,352
27100328,Mckelvin Garden suite,203955124,Anthony,,Douglas,41.834531021693984,-87.61768837878348,Entire home/apt,90,1,14,2018-10-06,6.46,1,168
27100626,Home of Grad Student & Visual Designer,19254744,Jack,,West Town,41.90142103006482,-87.67691008543113,Entire home/apt,100,1,4,2018-09-24,2.55,2,318
27101218,River North  2 bedroom condo with fabulous views,1161623,Lynne,,Near North Side,41.8940251595489,-87.62569422547429,Entire home/apt,141,30,0,,,1,213
27106400,Great location. Free parking.,33605887,Ewa,,West Town,41.901598898304094,-87.66400800313184,Entire home/apt,105,1,20,2018-10-07,12.50,2,43
27109169,Studio artist's loft space,27600295,Vicky,,West Town,41.89163129480287,-87.67466950065591,Private room,85,1,1,2018-08-05,0.44,3,241
27109303,"COMFORTABLE PRIVATE ROOM IN DOWNTOWN, PARKING INCL",99375151,Marina,,Near West Side,41.879941290381645,-87.64156886792097,Private room,19,1,16,2018-09-16,6.08,36,93
27111108,Chicago Single family home 1a,203876545,Hui,,Mckinley Park,41.8348036000631,-87.66887521177358,Private room,37,1,3,2018-09-25,1.67,3,87
27111461,Elegant vintage room in Ravenswood #2,23503681,Francesca,,Lincoln Square,41.96574717214546,-87.6814804100527,Private room,90,1,2,2018-09-14,1.25,3,76
27112506,Entire home next to little farm and steps to UofC,35168764,Christina,,Woodlawn,41.78359015697667,-87.59250130258583,Entire home/apt,146,1,16,2018-10-07,6.32,1,325
27116266,"Beautiful, Spacious, 15 min away from downtown",202634528,Ashley,,South Shore,41.771462441801134,-87.5813403587093,Entire home/apt,260,1,2,2018-10-08,0.90,2,39
27129240,Old Town Gold Coast Condo right by CTA,25018091,Jeff,,Near North Side,41.9040449448648,-87.6336594858085,Entire home/apt,97,2,14,2018-10-08,5.32,1,21
27129696,Master Bedroom King Bed on 54th & Drexel,172901707,Emil,,Hyde Park,41.797132424893874,-87.60352929405511,Private room,37,2,11,2018-09-10,5.00,1,0
27129865,Vintage Hyde Park Suite No.12 by Zencity,47172572,Zencity,,Hyde Park,41.80033210361843,-87.5935298898281,Entire home/apt,99,1,15,2018-09-30,5.77,57,128
27130224,Charming East Park Suite No.1 by Zencity,47172572,Zencity,,Hyde Park,41.79909132014938,-87.58558683317484,Entire home/apt,99,2,7,2018-10-01,3.18,57,134
27130315,Charming East Park Suite No.2 by Zencity,47172572,Zencity,,Hyde Park,41.79964169735185,-87.58548318215598,Entire home/apt,99,2,4,2018-09-29,1.88,57,130
27130424,Charming East Park Suite No.3 by Zencity,47172572,Zencity,,Hyde Park,41.799016963290725,-87.58395527638291,Entire home/apt,99,2,4,2018-09-16,2.14,57,130
27131606,Historic Artist Loft in Fulton Market/ West Loop,2619611,Andrew,,Near West Side,41.88602933074715,-87.65016423958944,Entire home/apt,159,2,3,2018-09-23,3,2,314
27131744,"Cozy, clean and affordable room",52058596,Tete,,West Town,41.90677738659838,-87.68808940557012,Private room,55,1,8,2018-10-08,3.48,1,348
27132050,"CHICAGO O’HARE Sleep SOFA, Blue Line Harlem “L”",8267713,Sharon,,Norwood Park,41.977736477410296,-87.80089335606156,Shared room,25,1,28,2018-10-08,10.37,3,6
